make_id,make_name,model_id,model_name,year
482,VOLKSWAGEN,14216,CABRIOLET,1981
482,VOLKSWAGEN,14568,Dasher,1981
482,VOLKSWAGEN,3137,Jetta,1981
482,VOLKSWAGEN,14569,KOMBI,1981
482,VOLKSWAGEN,4084,Rabbit,1981
482,VOLKSWAGEN,4084,Rabbit,1981
482,VOLKSWAGEN,14262,Scirocco,1981
482,VOLKSWAGEN,14216,CABRIOLET,1982
482,VOLKSWAGEN,3137,Jetta,1982
482,VOLKSWAGEN,14261,Quantum,1982
482,VOLKSWAGEN,4084,Rabbit,1982
482,VOLKSWAGEN,4084,Rabbit,1982
482,VOLKSWAGEN,14262,Scirocco,1982
482,VOLKSWAGEN,14216,CABRIOLET,1983
482,VOLKSWAGEN,3137,Jetta,1983
482,VOLKSWAGEN,14261,Quantum,1983
482,VOLKSWAGEN,4084,Rabbit,1983
482,VOLKSWAGEN,4084,Rabbit,1983
482,VOLKSWAGEN,14262,Scirocco,1983
482,VOLKSWAGEN,14266,Vanagon,1983
482,VOLKSWAGEN,14216,CABRIOLET,1984
482,VOLKSWAGEN,3137,Jetta,1984
482,VOLKSWAGEN,14261,Quantum,1984
482,VOLKSWAGEN,4084,Rabbit,1984
482,VOLKSWAGEN,14262,Scirocco,1984
482,VOLKSWAGEN,14266,Vanagon,1984
482,VOLKSWAGEN,14266,Vanagon,1984
482,VOLKSWAGEN,14216,CABRIOLET,1985
482,VOLKSWAGEN,3133,Golf,1985
482,VOLKSWAGEN,3137,Jetta,1985
482,VOLKSWAGEN,14261,Quantum,1985
482,VOLKSWAGEN,14262,Scirocco,1985
482,VOLKSWAGEN,14266,Vanagon,1985
482,VOLKSWAGEN,14266,Vanagon,1985
482,VOLKSWAGEN,14216,CABRIOLET,1986
482,VOLKSWAGEN,3133,Golf,1986
482,VOLKSWAGEN,3137,Jetta,1986
482,VOLKSWAGEN,14261,Quantum,1986
482,VOLKSWAGEN,14262,Scirocco,1986
482,VOLKSWAGEN,14266,Vanagon,1986
482,VOLKSWAGEN,14266,Vanagon,1986
482,VOLKSWAGEN,14216,CABRIOLET,1987
482,VOLKSWAGEN,14217,FOX,1987
482,VOLKSWAGEN,3133,Golf,1987
482,VOLKSWAGEN,3137,Jetta,1987
482,VOLKSWAGEN,14261,Quantum,1987
482,VOLKSWAGEN,14262,Scirocco,1987
482,VOLKSWAGEN,14266,Vanagon,1987
482,VOLKSWAGEN,14266,Vanagon,1987
482,VOLKSWAGEN,14216,CABRIOLET,1988
482,VOLKSWAGEN,14217,FOX,1988
482,VOLKSWAGEN,3133,Golf,1988
482,VOLKSWAGEN,3137,Jetta,1988
482,VOLKSWAGEN,14261,Quantum,1988
482,VOLKSWAGEN,14262,Scirocco,1988
482,VOLKSWAGEN,14266,Vanagon,1988
482,VOLKSWAGEN,14266,Vanagon,1988
482,VOLKSWAGEN,14216,CABRIOLET,1989
482,VOLKSWAGEN,8053,Corrado,1989
482,VOLKSWAGEN,14217,FOX,1989
482,VOLKSWAGEN,3140,GTI,1989
482,VOLKSWAGEN,3133,Golf,1989
482,VOLKSWAGEN,3137,Jetta,1989
482,VOLKSWAGEN,3134,Passat,1989
482,VOLKSWAGEN,14262,Scirocco,1989
482,VOLKSWAGEN,14266,Vanagon,1989
482,VOLKSWAGEN,14266,Vanagon,1989
482,VOLKSWAGEN,14216,CABRIOLET,1990
482,VOLKSWAGEN,8053,Corrado,1990
482,VOLKSWAGEN,14217,FOX,1990
482,VOLKSWAGEN,3133,Golf,1990
482,VOLKSWAGEN,3137,Jetta,1990
482,VOLKSWAGEN,3134,Passat,1990
482,VOLKSWAGEN,14266,Vanagon,1990
482,VOLKSWAGEN,14216,CABRIOLET,1991
482,VOLKSWAGEN,8053,Corrado,1991
482,VOLKSWAGEN,14217,FOX,1991
482,VOLKSWAGEN,3133,Golf,1991
482,VOLKSWAGEN,8051,Golf III,1991
482,VOLKSWAGEN,3137,Jetta,1991
482,VOLKSWAGEN,3134,Passat,1991
482,VOLKSWAGEN,14266,Vanagon,1991
482,VOLKSWAGEN,14216,CABRIOLET,1992
482,VOLKSWAGEN,8053,Corrado,1992
482,VOLKSWAGEN,8055,EuroVan,1992
482,VOLKSWAGEN,14217,FOX,1992
482,VOLKSWAGEN,3133,Golf,1992
482,VOLKSWAGEN,8051,Golf III,1992
482,VOLKSWAGEN,3137,Jetta,1992
482,VOLKSWAGEN,3134,Passat,1992
482,VOLKSWAGEN,14216,CABRIOLET,1993
482,VOLKSWAGEN,8053,Corrado,1993
482,VOLKSWAGEN,8055,EuroVan,1993
482,VOLKSWAGEN,14217,FOX,1993
482,VOLKSWAGEN,3133,Golf,1993
482,VOLKSWAGEN,8051,Golf III,1993
482,VOLKSWAGEN,3137,Jetta,1993
482,VOLKSWAGEN,3134,Passat,1993
482,VOLKSWAGEN,8053,Corrado,1994
482,VOLKSWAGEN,8055,EuroVan,1994
482,VOLKSWAGEN,3140,GTI,1994
482,VOLKSWAGEN,8051,Golf III,1994
482,VOLKSWAGEN,3137,Jetta,1994
482,VOLKSWAGEN,3134,Passat,1994
482,VOLKSWAGEN,8460,Cabrio,1995
482,VOLKSWAGEN,8460,Cabrio,1995
482,VOLKSWAGEN,8460,Cabrio,1995
482,VOLKSWAGEN,8053,Corrado,1995
482,VOLKSWAGEN,8053,Corrado,1995
482,VOLKSWAGEN,8053,Corrado,1995
482,VOLKSWAGEN,8055,EuroVan,1995
482,VOLKSWAGEN,8055,EuroVan,1995
482,VOLKSWAGEN,8055,EuroVan,1995
482,VOLKSWAGEN,3140,GTI,1995
482,VOLKSWAGEN,3140,GTI,1995
482,VOLKSWAGEN,3140,GTI,1995
482,VOLKSWAGEN,8051,Golf III,1995
482,VOLKSWAGEN,8051,Golf III,1995
482,VOLKSWAGEN,8051,Golf III,1995
482,VOLKSWAGEN,3137,Jetta,1995
482,VOLKSWAGEN,3137,Jetta,1995
482,VOLKSWAGEN,3137,Jetta,1995
482,VOLKSWAGEN,3134,Passat,1995
482,VOLKSWAGEN,3134,Passat,1995
482,VOLKSWAGEN,3134,Passat,1995
482,VOLKSWAGEN,8460,Cabrio,1996
482,VOLKSWAGEN,8055,EuroVan,1996
482,VOLKSWAGEN,8055,EuroVan,1996
482,VOLKSWAGEN,3140,GTI,1996
482,VOLKSWAGEN,3133,Golf,1996
482,VOLKSWAGEN,3137,Jetta,1996
482,VOLKSWAGEN,3134,Passat,1996
482,VOLKSWAGEN,8460,Cabrio,1997
482,VOLKSWAGEN,8460,Cabrio,1997
482,VOLKSWAGEN,8055,EuroVan,1997
482,VOLKSWAGEN,8055,EuroVan,1997
482,VOLKSWAGEN,3140,GTI,1997
482,VOLKSWAGEN,3140,GTI,1997
482,VOLKSWAGEN,3133,Golf,1997
482,VOLKSWAGEN,3133,Golf,1997
482,VOLKSWAGEN,3137,Jetta,1997
482,VOLKSWAGEN,3137,Jetta,1997
482,VOLKSWAGEN,3134,Passat,1997
482,VOLKSWAGEN,3134,Passat,1997
482,VOLKSWAGEN,8119,Beetle,1998
482,VOLKSWAGEN,8460,Cabrio,1998
482,VOLKSWAGEN,8055,EuroVan,1998
482,VOLKSWAGEN,8055,EuroVan,1998
482,VOLKSWAGEN,3140,GTI,1998
482,VOLKSWAGEN,3133,Golf,1998
482,VOLKSWAGEN,3137,Jetta,1998
482,VOLKSWAGEN,3134,Passat,1998
482,VOLKSWAGEN,8119,Beetle,1999
482,VOLKSWAGEN,8460,Cabrio,1999
482,VOLKSWAGEN,8055,EuroVan,1999
482,VOLKSWAGEN,8055,EuroVan,1999
482,VOLKSWAGEN,3140,GTI,1999
482,VOLKSWAGEN,3133,Golf,1999
482,VOLKSWAGEN,3137,Jetta,1999
482,VOLKSWAGEN,3134,Passat,1999
482,VOLKSWAGEN,8119,Beetle,2000
482,VOLKSWAGEN,8119,Beetle,2000
482,VOLKSWAGEN,8119,Beetle,2000
482,VOLKSWAGEN,8460,Cabrio,2000
482,VOLKSWAGEN,8460,Cabrio,2000
482,VOLKSWAGEN,8460,Cabrio,2000
482,VOLKSWAGEN,8055,EuroVan,2000
482,VOLKSWAGEN,8055,EuroVan,2000
482,VOLKSWAGEN,8055,EuroVan,2000
482,VOLKSWAGEN,3140,GTI,2000
482,VOLKSWAGEN,3140,GTI,2000
482,VOLKSWAGEN,3140,GTI,2000
482,VOLKSWAGEN,3133,Golf,2000
482,VOLKSWAGEN,3133,Golf,2000
482,VOLKSWAGEN,3133,Golf,2000
482,VOLKSWAGEN,3137,Jetta,2000
482,VOLKSWAGEN,3137,Jetta,2000
482,VOLKSWAGEN,3137,Jetta,2000
482,VOLKSWAGEN,3134,Passat,2000
482,VOLKSWAGEN,3134,Passat,2000
482,VOLKSWAGEN,3134,Passat,2000
482,VOLKSWAGEN,8119,Beetle,2001
482,VOLKSWAGEN,8119,Beetle,2001
482,VOLKSWAGEN,8119,Beetle,2001
482,VOLKSWAGEN,8460,Cabrio,2001
482,VOLKSWAGEN,8460,Cabrio,2001
482,VOLKSWAGEN,8460,Cabrio,2001
482,VOLKSWAGEN,8055,EuroVan,2001
482,VOLKSWAGEN,8055,EuroVan,2001
482,VOLKSWAGEN,8055,EuroVan,2001
482,VOLKSWAGEN,3140,GTI,2001
482,VOLKSWAGEN,3140,GTI,2001
482,VOLKSWAGEN,3140,GTI,2001
482,VOLKSWAGEN,3133,Golf,2001
482,VOLKSWAGEN,3133,Golf,2001
482,VOLKSWAGEN,3133,Golf,2001
482,VOLKSWAGEN,3137,Jetta,2001
482,VOLKSWAGEN,3137,Jetta,2001
482,VOLKSWAGEN,3137,Jetta,2001
482,VOLKSWAGEN,3142,Jetta Wagon,2001
482,VOLKSWAGEN,3142,Jetta Wagon,2001
482,VOLKSWAGEN,3142,Jetta Wagon,2001
482,VOLKSWAGEN,3134,Passat,2001
482,VOLKSWAGEN,3134,Passat,2001
482,VOLKSWAGEN,3134,Passat,2001
482,VOLKSWAGEN,8119,Beetle,2002
482,VOLKSWAGEN,8119,Beetle,2002
482,VOLKSWAGEN,8119,Beetle,2002
482,VOLKSWAGEN,8460,Cabrio,2002
482,VOLKSWAGEN,8460,Cabrio,2002
482,VOLKSWAGEN,8460,Cabrio,2002
482,VOLKSWAGEN,8055,EuroVan,2002
482,VOLKSWAGEN,8055,EuroVan,2002
482,VOLKSWAGEN,8055,EuroVan,2002
482,VOLKSWAGEN,3140,GTI,2002
482,VOLKSWAGEN,3140,GTI,2002
482,VOLKSWAGEN,3140,GTI,2002
482,VOLKSWAGEN,3133,Golf,2002
482,VOLKSWAGEN,3133,Golf,2002
482,VOLKSWAGEN,3133,Golf,2002
482,VOLKSWAGEN,3137,Jetta,2002
482,VOLKSWAGEN,3137,Jetta,2002
482,VOLKSWAGEN,3137,Jetta,2002
482,VOLKSWAGEN,3142,Jetta Wagon,2002
